customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
SP58110,California,4923,No,Basic,Bachelor,2011-01-16,Employed,F,61469,Suburban,Married,63,16,65,5,3,Personal Auto,Personal L3,Offer3,Branch,302,Four-Door Car,Small,A,1
NM70181,Oregon,3585,No,Extended,Master,2011-01-15,Employed,M,25748,Rural,Married,90,9,23,0,1,Personal Auto,Personal L1,Offer3,Call Center,117,Four-Door Car,Medsize,A,1
HX31231,Arizona,8183,No,Premium,Bachelor,2011-02-01,Medical Leave,F,24345,Suburban,Married,106,15,21,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,637,Four-Door Car,Medsize,A,2
KT38145,California,4787,No,Basic,College,2011-01-30,Unemployed,F,0,Suburban,Married,64,17,84,0,3,Personal Auto,Personal L2,Offer2,Agent,360,Four-Door Car,Medsize,A,1
NK82261,California,3199,No,Extended,High School or Below,2011-01-28,Unemployed,M,0,Suburban,Single,94,6,61,0,1,Personal Auto,Personal L3,Offer1,Agent,1121,Two-Door Car,Large,A,1
HG97353,Oregon,8679,No,Premium,Bachelor,2011-01-04,Employed,F,52717,Rural,Married,109,5,60,0,8,Corporate Auto,Corporate L2,Offer3,Agent,60,Four-Door Car,Medsize,A,1
RE68901,Washington,5635,No,Basic,College,2011-02-26,Employed,F,20303,Suburban,Married,71,15,84,0,3,Corporate Auto,Corporate L3,Offer1,Branch,340,Four-Door Car,Small,A,2
RQ99149,California,2748,No,Basic,Master,2011-01-14,Employed,M,32437,Suburban,Married,69,4,73,0,1,Corporate Auto,Corporate L2,Offer2,Branch,473,Two-Door Car,Medsize,A,1
DJ51510,Arizona,9322,No,Premium,High School or Below,2011-02-10,Employed,F,70435,Rural,Married,116,15,50,0,4,Personal Auto,Personal L3,Offer3,Agent,67,Four-Door Car,Medsize,A,2
WJ44028,California,9840,No,Extended,Master,2011-01-23,Employed,M,94590,Suburban,Married,81,26,31,0,2,Personal Auto,Personal L3,Offer2,Web,388,Two-Door Car,Medsize,A,1
LA35379,Oregon,2954,No,Basic,Master,2011-01-08,Employed,F,62461,Rural,Married,73,15,7,0,1,Personal Auto,Personal L1,Offer2,Agent,129,Four-Door Car,Small,A,1
CL38926,Oregon,7198,No,Basic,Bachelor,2011-02-15,Medical Leave,M,10458,Suburban,Single,102,11,29,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,489,SUV,Medsize,A,2
CS51928,Arizona,4508,No,Basic,Bachelor,2011-02-08,Employed,M,83777,Urban,Married,112,18,74,0,1,Personal Auto,Personal L3,Offer1,Branch,377,Luxury,Small,A,2
LG98245,Nevada,3823,No,Basic,Bachelor,2011-01-10,Unemployed,M,0,Suburban,Single,108,32,95,0,1,Personal Auto,Personal L3,Offer1,Agent,777,SUV,Medsize,A,1
EU98982,Arizona,7600,No,Basic,High School or Below,2011-01-13,Unemployed,M,0,Suburban,Single,110,17,58,2,3,Personal Auto,Personal L3,Offer2,Branch,796,SUV,Medsize,A,1
PD69398,Washington,21710,No,Extended,College,2011-02-26,Employed,M,62370,Rural,Married,94,4,10,2,2,Corporate Auto,Corporate L1,Offer2,Call Center,32,Four-Door Car,Medsize,A,2
GR26937,Oregon,9805,No,Extended,Master,2011-02-01,Employed,F,47197,Rural,Married,81,19,91,0,2,Corporate Auto,Corporate L2,Offer2,Agent,76,Four-Door Car,Medsize,A,2
IH20118,Oregon,5169,Yes,Basic,High School or Below,2011-02-26,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350,Four-Door Car,Medsize,A,2
FZ13256,California,2670,No,Basic,Bachelor,2011-02-22,Unemployed,F,0,Suburban,Single,72,18,41,0,1,Corporate Auto,Corporate L1,Offer1,Web,366,Four-Door Car,Medsize,A,2
EZ60033,California,3200,No,Extended,Bachelor,2011-01-12,Unemployed,F,0,Suburban,Married,86,8,37,0,1,Corporate Auto,Corporate L2,Offer1,Branch,412,Four-Door Car,Small,A,1
GY99495,Oregon,6172,No,Extended,Master,2011-02-14,Unemployed,M,0,Suburban,Divorced,84,6,93,0,7,Corporate Auto,Corporate L3,Offer1,Web,403,Four-Door Car,Medsize,A,2
OM82309,California,58166,No,Basic,Bachelor,2011-02-27,Employed,M,61321,Rural,Single,186,0,30,1,2,Personal Auto,Personal L3,Offer2,Branch,427,Four-Door Car,Medsize,A,2
JQ93340,Nevada,5459,No,Basic,High School or Below,2011-02-22,Employed,M,83208,Urban,Married,68,10,93,0,4,Special Auto,Special L2,Offer2,Call Center,325,Four-Door Car,Small,A,2
GI68556,California,15147,No,Basic,Bachelor,2011-02-16,Employed,F,41082,Rural,Married,63,23,94,0,2,Personal Auto,Personal L2,Offer3,Web,106,Two-Door Car,Medsize,A,2
FB76635,Oregon,4296,No,Basic,College,2011-01-27,Employed,F,61737,Urban,Married,107,21,65,0,1,Personal Auto,Personal L3,Offer1,Branch,495,Luxury,Medsize,A,1
RF61565,California,2636,No,Basic,College,2011-01-29,Employed,M,31911,Suburban,Married,67,33,27,0,1,Personal Auto,Personal L3,Offer2,Agent,321,Four-Door Car,Medsize,A,1
KL39986,Arizona,19278,No,Basic,High School or Below,2011-01-05,Unemployed,F,0,Suburban,Single,61,12,77,0,2,Personal Auto,Personal L3,Offer3,Branch,366,Two-Door Car,Medsize,A,1
LI72489,Nevada,15306,No,Premium,Bachelor,2011-02-26,Employed,M,46338,Rural,Married,193,24,68,0,9,Corporate Auto,Corporate L3,Offer4,Web,19,SUV,Medsize,A,2
JN33628,California,12316,No,Premium,Bachelor,2011-02-22,Unemployed,M,0,Suburban,Married,167,30,40,0,5,Personal Auto,Personal L3,Offer2,Branch,1985,SUV,Small,A,2
HT92952,California,8838,Yes,Basic,Bachelor,2011-01-21,Employed,M,82664,Rural,Married,114,24,10,3,9,Corporate Auto,Corporate L3,Offer2,Agent,133,SUV,Medsize,A,1
QQ26855,California,8879,Yes,Basic,High School or Below,2011-02-03,Employed,F,52583,Urban,Single,113,12,59,0,7,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Small,A,2
JE71423,Washington,3331,No,Extended,College,2011-02-20,Employed,M,73695,Suburban,Married,84,28,84,0,1,Personal Auto,Personal L3,Offer3,Call Center,403,Four-Door Car,Medsize,A,2
ZM70632,California,5498,No,Extended,Bachelor,2011-01-19,Employed,F,60668,Urban,Married,138,18,92,0,1,Personal Auto,Personal L3,Offer3,Branch,553,SUV,Medsize,A,1
BR44176,California,4669,Yes,Premium,High School or Below,2011-02-14,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L3,Offer2,Call Center,556,Two-Door Car,Small,A,2
MV93555,Oregon,11058,No,Extended,High School or Below,2011-01-14,Employed,F,69792,Suburban,Single,137,1,95,0,3,Personal Auto,Personal L3,Offer2,Web,696,SUV,Medsize,A,1
LE96510,Oregon,2767,No,Basic,High School or Below,2011-01-30,Unemployed,F,0,Suburban,Married,74,0,52,0,1,Personal Auto,Personal L3,Offer1,Call Center,355,Four-Door Car,Small,A,1
QU40939,Arizona,9575,No,Extended,College,2011-02-06,Unemployed,F,0,Suburban,Single,88,3,64,0,2,Personal Auto,Personal L3,Offer4,Web,633,Four-Door Car,Medsize,A,2
GD59796,Nevada,23228,No,Premium,College,2011-02-15,Employed,F,53243,Suburban,Single,102,15,96,0,2,Personal Auto,Personal L3,Offer1,Agent,489,Four-Door Car,Small,A,2
UB17669,Nevada,2359,Yes,Basic,Bachelor,2011-01-11,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L3,Offer1,Web,352,Four-Door Car,Medsize,A,1
RP12388,Arizona,12379,No,Basic,Bachelor,2011-01-15,Employed,M,39886,Urban,Married,64,34,59,1,2,Personal Auto,Personal L3,Offer3,Web,290,Two-Door Car,Medsize,A,1
BR13613,Oregon,6005,Yes,Extended,College,2011-02-23,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412,Four-Door Car,Medsize,A,2
HY25004,Arizona,4549,No,Basic,High School or Below,2011-01-10,Unemployed,F,0,Suburban,Married,62,12,53,0,3,Personal Auto,Personal L3,Offer2,Call Center,639,Two-Door Car,Medsize,A,1
XX89213,Nevada,8712,No,Extended,Master,2011-01-21,Employed,F,68516,Rural,Married,216,17,0,0,1,Corporate Auto,Corporate L2,Offer2,Branch,95,Luxury,Medsize,A,1
WV76014,California,2540,No,Basic,Doctor,2011-01-16,Employed,M,70125,Rural,Single,64,21,77,0,1,Special Auto,Special L2,Offer2,Branch,92,Four-Door Car,Medsize,A,1
MY23958,California,7577,No,Basic,Bachelor,2011-02-06,Unemployed,M,0,Suburban,Single,116,20,9,2,6,Personal Auto,Personal L3,Offer2,Branch,835,Luxury,Medsize,A,2
SS12362,California,12779,No,Extended,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Single,88,16,8,0,2,Special Auto,Special L3,Offer2,Agent,633,Four-Door Car,Medsize,A,1
EO99750,Nevada,7256,No,Premium,Master,2011-02-25,Employed,F,29053,Rural,Married,181,34,52,0,1,Personal Auto,Personal L3,Offer3,Web,404,Luxury,Small,A,2
KN27565,Oregon,7639,No,Basic,Master,2011-01-23,Employed,M,34075,Rural,Single,196,8,87,0,1,Special Auto,Special L2,Offer3,Agent,451,Luxury,Small,A,1
IN78205,Arizona,8329,No,Basic,College,2011-01-23,Unemployed,F,0,Suburban,Single,118,18,9,0,3,Personal Auto,Personal L1,Offer1,Agent,849,SUV,Medsize,A,1
LK57934,Nevada,10569,No,Extended,Bachelor,2011-02-01,Employed,M,45776,Rural,Married,89,2,17,0,2,Personal Auto,Personal L2,Offer1,Agent,95,Four-Door Car,Medsize,A,2
KO46064,California,2730,No,Basic,Bachelor,2011-02-25,Employed,M,46135,Rural,Married,69,12,68,0,1,Personal Auto,Personal L3,Offer1,Agent,103,Four-Door Car,Medsize,A,2
UN98304,Oregon,6880,No,Basic,High School or Below,2011-01-13,Unemployed,M,0,Suburban,Single,66,24,48,0,2,Corporate Auto,Corporate L3,Offer1,Web,475,Four-Door Car,Small,A,1
ZU71467,Arizona,5460,No,Basic,Bachelor,2011-01-10,Employed,M,45404,Urban,Married,70,13,11,2,6,Corporate Auto,Corporate L3,Offer4,Web,266,Two-Door Car,Medsize,A,1
MI62456,Arizona,2867,Yes,Extended,Bachelor,2011-01-03,Retired,F,23376,Suburban,Divorced,78,19,18,0,1,Personal Auto,Personal L1,Offer2,Call Center,374,Four-Door Car,Medsize,A,1
OH15780,California,12280,Yes,Premium,College,2011-01-01,Employed,M,88340,Suburban,Married,102,16,1,0,2,Personal Auto,Personal L2,Offer1,Branch,489,Two-Door Car,Medsize,A,1
IA11038,Oregon,8845,No,Basic,College,2011-01-20,Employed,F,77077,Urban,Single,112,11,51,0,7,Personal Auto,Personal L2,Offer2,Call Center,528,SUV,Medsize,A,1
KD63998,California,2674,Yes,Basic,College,2011-02-15,Employed,M,56342,Suburban,Single,69,15,89,0,1,Personal Auto,Personal L2,Offer2,Call Center,331,Four-Door Car,Small,A,2
MR33456,Washington,8093,No,Basic,High School or Below,2011-02-13,Employed,M,59839,Suburban,Single,107,8,52,2,8,Personal Auto,Personal L2,Offer2,Agent,513,SUV,Medsize,A,2
DH13219,Washington,3402,No,Extended,Bachelor,2011-01-28,Employed,M,57428,Suburban,Married,85,34,40,1,1,Corporate Auto,Corporate L3,Offer1,Call Center,414,Four-Door Car,Medsize,A,1
UD99395,Oregon,4474,No,Basic,High School or Below,2011-02-22,Employed,M,84927,Suburban,Married,112,27,83,0,1,Personal Auto,Personal L2,Offer2,Call Center,537,SUV,Small,A,2
SP63623,California,4692,No,Basic,College,2011-01-03,Unemployed,M,0,Suburban,Single,69,31,89,0,5,Personal Auto,Personal L2,Offer1,Agent,506,Four-Door Car,Large,A,1
QD86074,Oregon,9035,Yes,Premium,High School or Below,2011-01-21,Employed,F,34337,Suburban,Married,113,20,44,0,9,Corporate Auto,Corporate L1,Offer2,Web,542,Four-Door Car,Large,A,1
XX37955,Nevada,14002,No,Basic,College,2011-02-22,Employed,M,67627,Suburban,Married,117,5,43,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,561,SUV,Medsize,A,2
SX98462,Oregon,7155,No,Basic,College,2011-02-28,Disabled,M,16916,Suburban,Married,64,31,31,0,2,Personal Auto,Personal L2,Offer3,Agent,377,Four-Door Car,Medsize,A,2
FW43809,Oregon,8007,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L2,Offer1,Web,537,Luxury,Medsize,A,1
RN36393,California,15114,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L2,Offer2,Call Center,480,SUV,Medsize,A,1
ST99840,Nevada,7486,No,Basic,Bachelor,2011-02-16,Unemployed,F,0,Suburban,Divorced,71,14,62,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,340,Four-Door Car,Medsize,A,2
VL34577,Oregon,2596,No,Basic,High School or Below,2011-02-09,Unemployed,F,0,Suburban,Single,72,3,65,0,1,Personal Auto,Personal L3,Offer1,Agent,345,Two-Door Car,Medsize,A,2
SR38658,Arizona,12231,No,Basic,High School or Below,2011-02-08,Employed,M,43244,Suburban,Married,103,15,16,0,2,Personal Auto,Personal L2,Offer4,Agent,494,Luxury,Medsize,A,2
PZ98142,Arizona,13494,No,Extended,College,2011-01-26,Unemployed,F,0,Suburban,Single,132,13,33,0,2,Personal Auto,Personal L2,Offer3,Branch,950,SUV,Medsize,A,1
WY43888,Washington,16525,No,Basic,High School or Below,2011-01-17,Employed,M,24414,Suburban,Married,104,15,80,0,2,Personal Auto,Personal L1,Offer2,Call Center,499,SUV,Medsize,A,1
DA79544,Oregon,2551,No,Basic,Bachelor,2011-02-01,Employed,M,88126,Rural,Married,64,27,71,1,1,Personal Auto,Personal L1,Offer2,Branch,151,Four-Door Car,Medsize,A,2
IR45546,Oregon,10529,No,Extended,Bachelor,2011-01-18,Employed,F,37518,Urban,Married,131,35,91,0,6,Special Auto,Special L3,Offer1,Branch,472,Luxury,Medsize,A,1
XU56756,Oregon,23594,Yes,Basic,Bachelor,2011-01-31,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,86,Four-Door Car,Medsize,A,1
TU72516,Oregon,5608,No,Basic,College,2011-02-10,Disabled,F,20392,Suburban,Married,73,23,85,0,9,Personal Auto,Personal L1,Offer2,Branch,350,Four-Door Car,Medsize,A,2
SH93005,California,6005,Yes,Extended,College,2011-02-23,Retired,M,13528,Suburban,Single,86,15,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412,Four-Door Car,Medsize,A,2
PS31050,Washington,21404,No,Basic,Bachelor,2011-02-28,Unemployed,F,0,Suburban,Single,69,35,79,0,2,Personal Auto,Personal L3,Offer1,Branch,496,Four-Door Car,Medsize,A,2
YV73432,Oregon,23187,No,Basic,College,2011-02-02,Employed,M,58466,Suburban,Married,66,7,79,1,2,Personal Auto,Personal L3,Offer4,Branch,316,Four-Door Car,Medsize,A,2
LR82946,Oregon,6617,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Single,195,20,61,0,1,Personal Auto,Personal L3,Offer3,Branch,1404,Luxury,Medsize,A,1
SJ30138,California,4145,No,Basic,High School or Below,2011-01-02,Unemployed,M,0,Suburban,Divorced,118,12,88,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,566,SUV,Medsize,A,1
ZI47098,California,41787,Yes,Premium,High School or Below,2011-01-31,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571,Four-Door Car,Medsize,A,1
ZY60545,California,18938,No,Basic,College,2011-01-10,Employed,F,91535,Rural,Married,67,35,13,1,2,Personal Auto,Personal L3,Offer1,Agent,126,Four-Door Car,Large,A,1
BM46418,Nevada,2772,No,Basic,College,2011-02-20,Employed,M,30606,Urban,Married,71,11,7,0,1,Personal Auto,Personal L3,Offer2,Branch,253,Two-Door Car,Medsize,A,2
JL15127,Nevada,9816,Yes,Basic,College,2011-01-28,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Personal L3,Offer1,Branch,128,Four-Door Car,Medsize,A,1
TW81986,Arizona,5632,No,Extended,Bachelor,2011-01-20,Employed,F,51721,Urban,Married,139,18,98,0,1,Personal Auto,Personal L2,Offer2,Agent,625,SUV,Medsize,A,1
CV95479,California,3362,No,Premium,Bachelor,2011-02-15,Unemployed,M,0,Suburban,Single,107,9,96,2,1,Personal Auto,Personal L2,Offer1,Agent,770,Four-Door Car,Small,A,2
RJ32720,Arizona,10719,No,Extended,College,2011-02-25,Employed,F,86036,Suburban,Divorced,90,8,20,3,2,Personal Auto,Personal L3,Offer1,Web,501,Four-Door Car,Medsize,A,2
KV99550,California,6514,No,Basic,High School or Below,2011-02-14,Unemployed,M,0,Suburban,Married,61,12,75,1,2,Personal Auto,Personal L3,Offer2,Agent,292,Four-Door Car,Small,A,2
LJ64287,Nevada,4196,No,Basic,High School or Below,2011-02-15,Unemployed,M,0,Suburban,Single,64,35,75,1,7,Personal Auto,Personal L1,Offer3,Call Center,774,Four-Door Car,Medsize,A,2
CM84035,Arizona,11320,No,Premium,College,2011-01-07,Employed,M,41692,Rural,Single,101,21,15,1,2,Corporate Auto,Corporate L3,Offer3,Call Center,245,Four-Door Car,Medsize,A,1
UA51318,Arizona,5116,No,Basic,High School or Below,2011-02-17,Employed,F,26173,Suburban,Single,68,2,10,1,9,Corporate Auto,Corporate L1,Offer2,Web,449,Four-Door Car,Medsize,A,2
EJ19449,California,2722,Yes,Basic,College,2011-02-02,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Special Auto,Special L2,Offer2,Call Center,398,Four-Door Car,Medsize,A,2
DH93540,Oregon,4650,Yes,Basic,College,2011-01-10,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468,Two-Door Car,Medsize,A,1
XO56170,California,2866,No,Basic,High School or Below,2011-02-13,Employed,F,87428,Urban,Divorced,72,27,42,0,1,Personal Auto,Personal L3,Offer2,Agent,224,Four-Door Car,Medsize,A,2
HG83893,Nevada,9100,No,Basic,High School or Below,2011-02-11,Employed,F,59183,Suburban,Married,113,11,91,0,5,Personal Auto,Personal L2,Offer3,Agent,542,SUV,Medsize,A,2
KS42294,California,20930,No,Basic,College,2011-01-14,Employed,F,30535,Rural,Married,66,22,18,0,2,Personal Auto,Personal L3,Offer2,Call Center,94,Four-Door Car,Small,A,1
EA61783,California,26232,No,Basic,Bachelor,2011-01-15,Employed,F,35868,Suburban,Single,110,20,51,0,2,Personal Auto,Personal L3,Offer2,Branch,528,SUV,Medsize,A,1
RQ22171,California,3961,No,Basic,High School or Below,2011-01-30,Unemployed,F,0,Rural,Single,118,6,34,1,1,Corporate Auto,Corporate L2,Offer2,Agent,264,SUV,Medsize,A,1
MD43085,Oregon,3975,No,Premium,Doctor,2011-02-08,Employed,F,67895,Urban,Married,101,25,27,4,1,Personal Auto,Personal L3,Offer2,Call Center,403,Four-Door Car,Medsize,A,2
SY66568,Oregon,9415,No,Premium,College,2011-01-25,Employed,F,55338,Suburban,Married,116,25,54,0,7,Corporate Auto,Corporate L3,Offer2,Branch,556,Two-Door Car,Medsize,A,1
KR88393,California,15002,No,Extended,High School or Below,2011-01-19,Disabled,F,19245,Suburban,Single,84,5,61,1,2,Personal Auto,Personal L3,Offer2,Agent,604,Four-Door Car,Small,A,1
XH72278,Arizona,6715,No,Extended,High School or Below,2011-02-19,Unemployed,M,0,Suburban,Married,92,4,64,0,9,Personal Auto,Personal L3,Offer2,Web,441,Two-Door Car,Medsize,A,2
EL11108,Oregon,14191,No,Basic,Doctor,2011-02-14,Employed,F,25575,Suburban,Married,117,10,41,0,2,Personal Auto,Personal L2,Offer3,Branch,561,SUV,Medsize,A,2
RD62882,Arizona,6846,Yes,Extended,Bachelor,2011-01-27,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Offer1,Call Center,456,Two-Door Car,Large,A,1
SA45648,California,10628,No,Extended,Bachelor,2011-02-18,Employed,M,90874,Urban,Married,137,18,28,4,3,Personal Auto,Personal L3,Offer1,Call Center,459,Four-Door Car,Medsize,A,2
QO61775,California,4571,No,Basic,Master,2011-02-01,Employed,M,79453,Rural,Single,115,11,47,0,1,Personal Auto,Personal L2,Offer2,Agent,242,Four-Door Car,Medsize,A,2
No74162,Arizona,7595,No,Basic,High School or Below,2011-01-08,Retired,M,20538,Suburban,Divorced,104,25,64,0,7,Personal Auto,Personal L1,Offer1,Agent,499,SUV,Small,A,1
SZ14518,California,8098,No,Basic,College,2011-01-18,Unemployed,F,0,Suburban,Divorced,72,15,45,0,2,Personal Auto,Personal L3,Offer3,Call Center,518,Four-Door Car,Medsize,A,1
DV36320,California,17995,No,Extended,High School or Below,2011-01-18,Employed,F,80991,Urban,Married,223,5,56,0,4,Personal Auto,Personal L3,Offer4,Branch,937,Luxury,Medsize,A,1
WE52979,California,3644,Yes,Extended,High School or Below,2011-01-15,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Personal L3,Offer2,Agent,432,Two-Door Car,Large,A,1
ZW10467,Arizona,16107,No,Basic,High School or Below,2011-01-16,Employed,F,63288,Urban,Married,199,12,92,0,5,Personal Auto,Personal L1,Offer1,Web,558,Luxury,Medsize,A,1
IU15885,Washington,4900,No,Basic,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Married,66,15,75,0,4,Personal Auto,Personal L3,Offer2,Agent,316,Four-Door Car,Small,A,2
DX98298,Washington,4082,No,Basic,High School or Below,2011-01-08,Employed,M,57506,Suburban,Married,102,24,43,0,1,Personal Auto,Personal L1,Offer4,Agent,615,Luxury,Small,A,1
WC83676,Nevada,2801,No,Basic,College,2011-02-18,Employed,M,33247,Urban,Married,72,26,47,0,1,Special Auto,Special L3,Offer2,Web,284,Four-Door Car,Medsize,A,2
OZ97704,California,13117,No,Basic,High School or Below,2011-02-07,Employed,F,84311,Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,532,Four-Door Car,Medsize,A,2
ZB82406,Oregon,6650,No,Extended,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Single,99,16,65,2,3,Personal Auto,Personal L1,Offer2,Branch,712,Four-Door Car,Small,A,2
IN65727,Washington,2693,No,Basic,Master,2011-01-15,Employed,F,63684,Suburban,Single,68,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,343,Two-Door Car,Medsize,A,1
DA79098,California,4572,No,Basic,Bachelor,2011-01-19,Unemployed,M,0,Suburban,Married,67,19,82,1,3,Personal Auto,Personal L2,Offer1,Agent,357,Two-Door Car,Small,A,1
UX93878,Oregon,8513,No,Basic,Bachelor,2011-01-16,Employed,F,34505,Urban,Married,106,13,44,0,9,Personal Auto,Personal L3,Offer1,Branch,359,SUV,Small,A,1
QG15661,Oregon,2425,No,Basic,College,2011-02-08,Employed,M,66841,Rural,Divorced,62,4,73,0,1,Personal Auto,Personal L3,Offer4,Call Center,123,Four-Door Car,Medsize,A,2
XO38850,Arizona,6227,No,Extended,College,2011-02-04,Unemployed,M,0,Suburban,Single,94,11,21,0,9,Personal Auto,Personal L2,Offer3,Agent,676,Four-Door Car,Small,A,2
YF30946,California,2405,No,Basic,College,2011-02-19,Employed,M,63032,Suburban,Married,61,5,79,0,1,Personal Auto,Personal L3,Offer2,Agent,404,Four-Door Car,Medsize,A,2
VD87432,Washington,16069,No,Extended,Bachelor,2011-01-12,Employed,M,60735,Urban,Married,135,11,59,0,2,Personal Auto,Personal L3,Offer3,Branch,571,SUV,Medsize,A,1
QP76867,Oregon,16152,No,Basic,College,2011-02-21,Unemployed,M,0,Suburban,Divorced,109,12,66,0,2,Personal Auto,Personal L3,Offer1,Agent,852,Luxury,Large,A,2
CE17855,Oregon,3238,No,Extended,Master,2011-01-02,Employed,F,68745,Suburban,Married,80,5,42,0,1,Personal Auto,Personal L3,Offer4,Branch,473,Four-Door Car,Medsize,A,1
VU71619,California,13277,No,Basic,Bachelor,2011-01-10,Employed,M,96402,Urban,Married,110,29,41,0,2,Personal Auto,Personal L3,Offer3,Agent,379,SUV,Medsize,A,1
BM55732,California,8337,No,Basic,High School or Below,2011-02-16,Employed,F,74460,Suburban,Married,69,3,25,0,2,Corporate Auto,Corporate L2,Offer4,Web,331,Two-Door Car,Medsize,A,2
OR40901,California,12731,Yes,Basic,Doctor,2011-01-14,Employed,M,40870,Suburban,Married,105,3,56,0,2,Corporate Auto,Corporate L3,Offer1,Agent,504,Four-Door Car,Medsize,A,1
TP51897,California,2621,No,Basic,College,2011-02-20,Employed,F,36843,Suburban,Married,68,12,11,3,1,Corporate Auto,Corporate L1,Offer4,Agent,357,Four-Door Car,Medsize,A,2
JQ68425,California,12919,No,Basic,College,2011-01-23,Employed,M,58236,Rural,Married,108,22,92,0,2,Corporate Auto,Corporate L2,Offer1,Agent,67,SUV,Small,A,1
LR97507,Arizona,2562,No,Basic,High School or Below,2011-02-19,Unemployed,M,0,Suburban,Single,74,17,59,0,1,Corporate Auto,Corporate L2,Offer1,Agent,663,Four-Door Car,Large,A,2
UT21323,California,13057,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,190,15,67,0,7,Personal Auto,Personal L3,Offer3,Branch,1833,Luxury,Small,A,2
XE86547,Oregon,5143,No,Basic,College,2011-01-10,Employed,M,58443,Suburban,Married,65,24,71,0,6,Personal Auto,Personal L3,Offer3,Agent,312,Four-Door Car,Medsize,A,1
OL61964,California,5207,No,Basic,Bachelor,2011-02-16,Employed,M,74627,Urban,Married,65,21,61,0,6,Corporate Auto,Corporate L3,Offer1,Agent,176,Four-Door Car,Medsize,A,2
BA40043,California,5799,No,Basic,College,2011-01-03,Employed,M,60689,Rural,Single,74,15,67,0,7,Corporate Auto,Corporate L2,Offer2,Branch,5,Four-Door Car,Medsize,A,1
ZQ94281,California,3244,No,Extended,College,2011-01-27,Employed,F,68103,Urban,Divorced,82,28,91,0,1,Personal Auto,Personal L2,Offer2,Branch,277,Two-Door Car,Medsize,A,1
WK46492,Arizona,9642,No,Extended,Bachelor,2011-02-22,Employed,F,36108,Suburban,Divorced,128,5,35,2,9,Personal Auto,Personal L2,Offer3,Agent,614,SUV,Large,A,2
SY28542,Nevada,7412,No,Extended,Bachelor,2011-02-06,Employed,F,59940,Urban,Single,94,17,9,0,3,Personal Auto,Personal L3,Offer3,Web,303,Four-Door Car,Medsize,A,2
HO61691,Arizona,5094,No,Basic,Bachelor,2011-02-27,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307,Four-Door Car,Medsize,A,2
OP52966,Arizona,4854,No,Basic,High School or Below,2011-01-27,Employed,M,44279,Suburban,Married,61,32,7,0,3,Personal Auto,Personal L1,Offer2,Agent,292,Two-Door Car,Small,A,1
WU14549,Nevada,4369,No,Premium,Master,2011-01-11,Employed,M,88495,Suburban,Married,108,2,83,0,1,Personal Auto,Personal L3,Offer1,Branch,535,Two-Door Car,Medsize,A,1
WC35801,Arizona,2521,No,Basic,High School or Below,2011-02-07,Employed,M,53243,Rural,Divorced,66,4,15,2,1,Personal Auto,Personal L3,Offer1,Call Center,157,Four-Door Car,Medsize,A,2
